fam,geneA1_extracted,geneA2_extracted,geneB1_extracted,geneB2_extracted
Legume.fam3.02154,Glyma.01G164800,Glyma.11G078300,Glyma.02G046600,Glyma.16G125100
Legume.fam3.02155,Glyma.02G046900,Glyma.16G126300,Glyma.11G078100,Glyma.01G165100
Legume.fam3.02159,Glyma.13G300100,Glyma.12G202000,Glyma.12G108200,Glyma.06G296900
Legume.fam3.02161,Glyma.17G167100,Glyma.05G098200,Glyma.01G190100,Glyma.11G052100
Legume.fam3.02162,Glyma.13G303000,Glyma.12G199300,Glyma.06G299700,Glyma.12G105600
Legume.fam3.02163,Glyma.11G047600,Glyma.01G194300,Glyma.05G105700,Glyma.17G160700
Legume.fam3.02165,Glyma.01G213800,Glyma.11G028100,Glyma.05G054600,Glyma.17G137100
Legume.fam3.02166,Glyma.17G131700,Glyma.05G049700,Glyma.11G026300,Glyma.01G216600
Legume.fam3.02167,Glyma.05G206500,Glyma.08G013400,Glyma.11G024500,Glyma.01G218900
Legume.fam3.02169,Glyma.05G211000,Glyma.08G017400,Glyma.11G021800,Glyma.01G222000
Legume.fam3.02171,Glyma.16G076700,Glyma.16G109700,Glyma.01G153600,Glyma.11G091000
Legume.fam3.02174,Glyma.18G145600,Glyma.08G280600,Glyma.02G040500,Glyma.01G024700
Legume.fam3.02175,Glyma.08G281700,Glyma.18G145000,Glyma.01G025300,Glyma.02G039400
Legume.fam3.02176,Glyma.18G143300,Glyma.08G282900,Glyma.02G038200,Glyma.01G026600
Legume.fam3.02177,Glyma.02G027200,Glyma.01G037600,Glyma.08G292600,Glyma.18G130800
Legume.fam3.02179,Glyma.01G044300,Glyma.02G019300,Glyma.18G123600,Glyma.08G298200
Legume.fam3.02183,Glyma.01G092900,Glyma.02G129500,Glyma.16G099700,Glyma.08G268900
Legume.fam3.02184,Glyma.20G185500,Glyma.10G205000,Glyma.02G100700,Glyma.01G088300
Legume.fam3.02185,Glyma.20G114700,Glyma.10G275100,Glyma.08G262900,Glyma.01G081500
Legume.fam3.02186,Glyma.09G118800,Glyma.07G165700,Glyma.20G013400,Glyma.07G216400
Legume.fam3.02188,Glyma.20G010400,Glyma.07G178000,Glyma.05G137200,Glyma.08G092500
Legume.fam3.02189,Glyma.12G083600,Glyma.11G190800,Glyma.12G179800,Glyma.13G321000
Legume.fam3.02190,Glyma.11G194800,Glyma.12G079300,Glyma.13G323300,Glyma.12G177400
Legume.fam3.02191,Glyma.12G173600,Glyma.13G326900,Glyma.11G147500,Glyma.12G068500
Legume.fam3.02192,Glyma.11G145227,Glyma.12G074900,Glyma.15G042600,Glyma.13G331500
Legume.fam3.02195,Glyma.13G340900,Glyma.15G033500,Glyma.11G132500,Glyma.12G056900
Legume.fam3.02198,Glyma.05G068000,Glyma.17G150100,Glyma.01G203400,Glyma.11G039400
Legume.fam3.02201,Glyma.01G032000,Glyma.02G033400,Glyma.08G288800,Glyma.18G135800
Legume.fam3.02202,Glyma.08G283400,Glyma.18G143100,Glyma.02G037700,Glyma.01G027300
Legume.fam3.02208,Glyma.18G018600,Glyma.11G238800,Glyma.05G180600,Glyma.08G138200
Legume.fam3.02210,Glyma.17G076500,Glyma.05G023200,Glyma.06G200000,Glyma.04G164500
Legume.fam3.02214,Glyma.01G236300,Glyma.11G006900,Glyma.20G149100,Glyma.10G245500
Legume.fam3.02215,Glyma.10G002100,Glyma.02G001700,Glyma.10G179100,Glyma.20G211100
Legume.fam3.02218,Glyma.12G060000,Glyma.11G136300,Glyma.13G338800,Glyma.15G035500
Legume.fam3.02219,Glyma.12G072200,Glyma.11G151915,Glyma.15G044900,Glyma.13G328900
Legume.fam3.02221,Glyma.13G322500,Glyma.12G178000,Glyma.11G193600,Glyma.12G080100
Legume.fam3.02222,Glyma.12G113200,Glyma.06G292800,Glyma.13G297200,Glyma.12G204300
Legume.fam3.02226,Glyma.15G059900,Glyma.13G254900,Glyma.08G065100,Glyma.07G184300
Legume.fam3.02230,Glyma.07G192000,Glyma.13G184500,Glyma.15G069300,Glyma.13G244400
Legume.fam3.02234,Glyma.09G052000,Glyma.15G158300,Glyma.05G132900,Glyma.08G087300
Legume.fam3.02243,Glyma.13G046900,Glyma.19G045400,Glyma.18G281000,Glyma.08G256900
Legume.fam3.02245,Glyma.18G295300,Glyma.08G367100,Glyma.19G050300,Glyma.13G045000
Legume.fam3.02246,Glyma.08G250800,Glyma.18G273600,Glyma.13G052100,Glyma.19G034600
Legume.fam3.02247,Glyma.09G143200,Glyma.16G196200,Glyma.10G237800,Glyma.20G156800
Legume.fam3.02249,Glyma.16G205100,Glyma.09G154600,Glyma.10G177300,Glyma.20G212800
Legume.fam3.02252,Glyma.05G237800,Glyma.08G044900,Glyma.07G093100,Glyma.09G183100
Legume.fam3.02255,Glyma.09G190700,Glyma.07G086200,Glyma.08G038600,Glyma.05G231100
Legume.fam3.02257,Glyma.05G225400,Glyma.08G032200,Glyma.01G005800,Glyma.07G125800
Legume.fam3.02259,Glyma.03G158000,Glyma.19G160300,Glyma.10G031100,Glyma.02G143300
Legume.fam3.02261,Glyma.19G161500,Glyma.03G159200,Glyma.10G032400,Glyma.02G141600
Legume.fam3.02266,Glyma.19G175100,Glyma.03G174100,Glyma.13G133600,Glyma.10G045700
Legume.fam3.02267,Glyma.19G177300,Glyma.03G176500,Glyma.13G135800,Glyma.10G047900
Legume.fam3.02269,Glyma.10G055000,Glyma.13G142100,Glyma.19G184300,Glyma.03G183600
Legume.fam3.02274,Glyma.13G150000,Glyma.10G065200,Glyma.03G189800,Glyma.19G190200
Legume.fam3.02275,Glyma.03G195200,Glyma.19G194800,Glyma.13G153300,Glyma.10G071800
Legume.fam3.02276,Glyma.10G072000,Glyma.13G153400,Glyma.19G194900,Glyma.03G195300
Legume.fam3.02279,Glyma.16G052300,Glyma.19G099000,Glyma.02G064800,Glyma.16G145900
Legume.fam3.02281,Glyma.10G013800,Glyma.02G013200,Glyma.03G218800,Glyma.19G215600
Legume.fam3.02282,Glyma.02G013000,Glyma.10G013600,Glyma.19G215900,Glyma.03G219000
Legume.fam3.02284,Glyma.02G007600,Glyma.10G138100,Glyma.19G221600,Glyma.03G224600
Legume.fam3.02289,Glyma.20G223500,Glyma.10G165700,Glyma.19G248000,Glyma.03G250400
Legume.fam3.02291,Glyma.16G104600,Glyma.16G074300,Glyma.09G212900,Glyma.01G149000
Legume.fam3.02293,Glyma.17G102700,Glyma.05G024600,Glyma.04G165800,Glyma.06G196700
Legume.fam3.02297,Glyma.17G258400,Glyma.14G219500,Glyma.04G023800,Glyma.06G024000
Legume.fam3.02298,Glyma.14G071400,Glyma.17G253200,Glyma.04G029600,Glyma.06G029600
Legume.fam3.02299,Glyma.17G249900,Glyma.14G075800,Glyma.06G032600,Glyma.04G032700
Legume.fam3.02300,Glyma.04G035700,Glyma.06G035700,Glyma.14G079000,Glyma.17G246200
Legume.fam3.02303,Glyma.04G091800,Glyma.06G093600,Glyma.02G213000,Glyma.14G180700
Legume.fam3.02306,Glyma.04G078000,Glyma.06G079200,Glyma.14G138700,Glyma.17G189200
Legume.fam3.02307,Glyma.04G076800,Glyma.06G078000,Glyma.17G196300,Glyma.14G137200
Legume.fam3.02308,Glyma.17G198300,Glyma.14G134600,Glyma.06G076600,Glyma.04G075400
Legume.fam3.02309,Glyma.06G075100,Glyma.04G074000,Glyma.17G202500,Glyma.14G131300
Legume.fam3.02312,Glyma.04G052800,Glyma.06G053300,Glyma.17G227002,Glyma.14G097500
Legume.fam3.02313,Glyma.06G010900,Glyma.04G011000,Glyma.11G115300,Glyma.12G041200
Legume.fam3.02314,Glyma.14G096700,Glyma.17G227700,Glyma.04G051900,Glyma.06G052600
Legume.fam3.02319,Glyma.04G038100,Glyma.06G039100,Glyma.17G243000,Glyma.14G082300
Legume.fam3.02322,Glyma.11G228600,Glyma.18G028500,Glyma.02G256700,Glyma.14G060000
Legume.fam3.02324,Glyma.02G252500,Glyma.14G064100,Glyma.11G224800,Glyma.18G033302
Legume.fam3.02326,Glyma.11G222600,Glyma.18G035000,Glyma.14G066400,Glyma.02G250200
Legume.fam3.02327,Glyma.11G218600,Glyma.18G038700,Glyma.14G069200,Glyma.02G247000
Legume.fam3.02329,Glyma.18G044200,Glyma.11G211643,Glyma.14G210600,Glyma.02G241000
Legume.fam3.02333,Glyma.02G297700,Glyma.14G016000,Glyma.18G081100,Glyma.08G325900
Legume.fam3.02335,Glyma.02G230500,Glyma.14G197600,Glyma.18G057900,Glyma.11G164700
Legume.fam3.02338,Glyma.02G275950,Glyma.14G040000,Glyma.13G073900,Glyma.20G048300
Legume.fam3.02341,Glyma.02G280300,Glyma.14G034300,Glyma.18G118400,Glyma.08G301700
Legume.fam3.02343,Glyma.18G115300,Glyma.08G304100,Glyma.02G282400,Glyma.14G031900
Legume.fam3.02348,Glyma.04G053800,Glyma.06G054000,Glyma.14G108400,Glyma.17G218700
Legume.fam3.02350,Glyma.14G076900,Glyma.17G248900,Glyma.04G033800,Glyma.06G034000
Legume.fam3.02351,Glyma.14G070500,Glyma.17G254200,Glyma.06G028600,Glyma.04G028500
Legume.fam3.02355,Glyma.05G134800,Glyma.08G090000,Glyma.15G155600,Glyma.09G048300
Legume.fam3.02358,Glyma.13G187500,Glyma.15G225300,Glyma.06G312900,Glyma.04G125700
Legume.fam3.02359,Glyma.13G253100,Glyma.15G061800,Glyma.07G185500,Glyma.08G063700
Legume.fam3.02360,Glyma.07G189200,Glyma.08G060100,Glyma.13G247300,Glyma.15G066700
Legume.fam3.02361,Glyma.13G244100,Glyma.15G069600,Glyma.07G192300,Glyma.13G184100
Legume.fam3.02362,Glyma.15G077600,Glyma.13G236100,Glyma.13G175300,Glyma.07G201100
Legume.fam3.02368,Glyma.19G228500,Glyma.03G231300,Glyma.20G097600,Glyma.10G147100
Legume.fam3.02369,Glyma.10G160900,Glyma.20G223700,Glyma.19G243200,Glyma.03G245700
Legume.fam3.02370,Glyma.19G249100,Glyma.03G251700,Glyma.10G167300,Glyma.20G221800
Legume.fam3.02371,Glyma.07G073700,Glyma.03G014000,Glyma.18G230100,Glyma.09G262000
Legume.fam3.02372,Glyma.03G008600,Glyma.07G069900,Glyma.18G233600,Glyma.09G259000
Legume.fam3.02374,Glyma.07G058100,Glyma.16G027100,Glyma.19G253900,Glyma.03G256100
Legume.fam3.02375,Glyma.07G054700,Glyma.16G023500,Glyma.19G257000,Glyma.03G258400
Legume.fam3.02376,Glyma.03G261000,Glyma.19G260000,Glyma.07G049600,Glyma.16G018300
Legume.fam3.02379,Glyma.19G262400,Glyma.03G263400,Glyma.07G045700,Glyma.16G013600
Legume.fam3.02382,Glyma.07G010200,Glyma.08G193200,Glyma.13G350400,Glyma.15G024100
Legume.fam3.02387,Glyma.03G069400,Glyma.01G099800,Glyma.07G137300,Glyma.18G188000
Legume.fam3.02388,Glyma.07G143000,Glyma.18G193900,Glyma.01G109200,Glyma.03G074300
Legume.fam3.02389,Glyma.18G197600,Glyma.07G146400,Glyma.03G078300,Glyma.01G113000
Legume.fam3.02392,Glyma.19G258500,Glyma.03G259600,Glyma.16G021300,Glyma.07G052400
Legume.fam3.02393,Glyma.15G025300,Glyma.13G348500,Glyma.07G008300,Glyma.08G191300
Legume.fam3.02394,Glyma.06G227500,Glyma.12G156900,Glyma.12G230800,Glyma.13G268800
Legume.fam3.02395,Glyma.09G271300,Glyma.18G218000,Glyma.03G001100,Glyma.16G221500
Legume.fam3.02398,Glyma.06G194500,Glyma.04G168500,Glyma.17G100800,Glyma.05G026100
Legume.fam3.02401,Glyma.08G009400,Glyma.05G202000,Glyma.04G199300,Glyma.06G166200
Legume.fam3.02403,Glyma.05G195500,Glyma.08G003100,Glyma.04G207800,Glyma.06G158000
Legume.fam3.02405,Glyma.04G211800,Glyma.06G154500,Glyma.08G000800,Glyma.05G192700
Legume.fam3.02407,Glyma.05G184500,Glyma.08G142400,Glyma.04G218700,Glyma.06G147100
Legume.fam3.02408,Glyma.18G017400,Glyma.11G240000,Glyma.08G136300,Glyma.05G178800
Legume.fam3.02411,Glyma.15G197800,Glyma.09G091100,Glyma.13G163000,Glyma.17G108200
Legume.fam3.02413,Glyma.17G061700,Glyma.13G098000,Glyma.09G056600,Glyma.15G162800
Legume.fam3.02414,Glyma.09G068800,Glyma.15G176600,Glyma.17G050100,Glyma.13G109600
Legume.fam3.02417,Glyma.15G187400,Glyma.09G079400,Glyma.17G040700,Glyma.13G119500
Legume.fam3.02420,Glyma.13G112400,Glyma.17G047300,Glyma.09G072000,Glyma.15G180000
Legume.fam3.02421,Glyma.20G087700,Glyma.10G008200,Glyma.10G188300,Glyma.20G202500
Legume.fam3.02424,Glyma.10G006700,Glyma.02G005800,Glyma.10G186500,Glyma.20G204000
Legume.fam3.02426,Glyma.10G189800,Glyma.20G201100,Glyma.10G136600,Glyma.20G086200
Legume.fam3.02427,Glyma.10G133900,Glyma.20G083000,Glyma.20G200200,Glyma.10G190500
Legume.fam3.02428,Glyma.12G118700,Glyma.06G288500,Glyma.13G294000,Glyma.12G206900
Legume.fam3.02432,Glyma.15G101000,Glyma.13G211700,Glyma.07G254000,Glyma.17G020300
Legume.fam3.02435,Glyma.12G204700,Glyma.13G296600,Glyma.12G113400,Glyma.06G292400
Legume.fam3.02436,Glyma.16G111800,Glyma.09G197000,Glyma.01G157800,Glyma.11G087200
Legume.fam3.02438,Glyma.12G111200,Glyma.06G294500,Glyma.12G203600,Glyma.13G298100
Legume.fam3.02441,Glyma.11G069300,Glyma.01G173800,Glyma.02G055500,Glyma.16G138300
Legume.fam3.02442,Glyma.01G174200,Glyma.11G068800,Glyma.02G056100,Glyma.16G138700
Legume.fam3.02446,Glyma.11G046200,Glyma.01G195500,Glyma.17G159500,Glyma.05G107600
Legume.fam3.02447,Glyma.17G158100,Glyma.05G108900,Glyma.11G045600,Glyma.01G196100
Legume.fam3.02448,Glyma.11G045400,Glyma.01G196200,Glyma.05G109200,Glyma.17G158000
Legume.fam3.02451,Glyma.01G214500,Glyma.11G027500,Glyma.17G133000,Glyma.05G051100
Legume.fam3.02456,Glyma.08G271900,Glyma.01G096600,Glyma.01G018400,Glyma.09G204500
Legume.fam3.02457,Glyma.01G019000,Glyma.09G203900,Glyma.08G272600,Glyma.01G097100
Legume.fam3.02458,Glyma.09G203300,Glyma.01G019400,Glyma.08G273500,Glyma.01G098000
Legume.fam3.02459,Glyma.18G147200,Glyma.08G279400,Glyma.09G199300,Glyma.01G023000
Legume.fam3.02460,Glyma.01G025400,Glyma.02G039300,Glyma.08G281900,Glyma.18G144700
Legume.fam3.02461,Glyma.13G310800,Glyma.12G190900,Glyma.12G096500,Glyma.06G308300
Legume.fam3.02465,Glyma.08G297400,Glyma.18G124500,Glyma.02G019800,Glyma.01G043700
Legume.fam3.02466,Glyma.13G313700,Glyma.12G187600,Glyma.12G093600,Glyma.11G179900
Legume.fam3.02467,Glyma.07G227700,Glyma.20G030100,Glyma.02G111800,Glyma.01G053300
Legume.fam3.02469,Glyma.20G027100,Glyma.07G226700,Glyma.01G056000,Glyma.02G114300
Legume.fam3.02474,Glyma.12G085500,Glyma.11G189100,Glyma.12G181800,Glyma.13G319000
Legume.fam3.02475,Glyma.08G046400,Glyma.05G239300,Glyma.02G085700,Glyma.07G171000
Legume.fam3.02476,Glyma.12G177000,Glyma.13G323700,Glyma.12G079100,Glyma.11G195000
Legume.fam3.02477,Glyma.20G164500,Glyma.10G227800,Glyma.09G126300,Glyma.16G173100
Legume.fam3.02479,Glyma.11G133300,Glyma.12G057400,Glyma.13G340000,Glyma.15G034400
Legume.fam3.02480,Glyma.01G173700,Glyma.11G069400,Glyma.16G138100,Glyma.02G055300
Legume.fam3.02481,Glyma.02G057700,Glyma.16G140700,Glyma.11G067200,Glyma.01G175000
Legume.fam3.02486,Glyma.07G253200,Glyma.17G021200,Glyma.13G212700,Glyma.15G099900
Legume.fam3.02489,Glyma.09G012000,Glyma.15G116700,Glyma.07G266600,Glyma.17G007500
Legume.fam3.02490,Glyma.09G013100,Glyma.15G118000,Glyma.17G006600,Glyma.07G267400
Legume.fam3.02491,Glyma.09G013900,Glyma.15G118600,Glyma.07G267900,Glyma.17G006000
Legume.fam3.02494,Glyma.08G131200,Glyma.05G174000,Glyma.11G243900,Glyma.18G013200
Legume.fam3.02495,Glyma.06G154100,Glyma.04G212300,Glyma.05G192100,Glyma.08G000400
Legume.fam3.02498,Glyma.09G057900,Glyma.15G164000,Glyma.13G099400,Glyma.17G060700
Legume.fam3.02499,Glyma.13G103900,Glyma.17G055200,Glyma.09G062800,Glyma.15G169300
Legume.fam3.02500,Glyma.10G242800,Glyma.20G151400,Glyma.10G002700,Glyma.02G002500
Legume.fam3.02504,Glyma.07G186700,Glyma.08G062500,Glyma.13G251100,Glyma.15G063200
Legume.fam3.02507,Glyma.08G179900,Glyma.15G052500,Glyma.08G073900,Glyma.05G118800
Legume.fam3.02509,Glyma.01G154700,Glyma.11G089700,Glyma.16G077100,Glyma.16G110400
Legume.fam3.02515,Glyma.17G232200,Glyma.14G091300,Glyma.06G050200,Glyma.04G049700
Legume.fam3.02518,Glyma.01G234300,Glyma.11G008600,Glyma.11G109800,Glyma.12G014900
Legume.fam3.02527,Glyma.07G033800,Glyma.08G208300,Glyma.13G361700,Glyma.15G012100
Legume.fam3.02528,Glyma.13G046100,Glyma.19G047100,Glyma.08G365500,Glyma.18G296700
Legume.fam3.02531,Glyma.08G256400,Glyma.18G280700,Glyma.19G044400,Glyma.13G047400
Legume.fam3.02533,Glyma.16G210000,Glyma.09G160500,Glyma.10G174400,Glyma.20G216100
Legume.fam3.02535,Glyma.07G101000,Glyma.09G177800,Glyma.05G245900,Glyma.08G053702
Legume.fam3.02536,Glyma.09G177600,Glyma.07G101600,Glyma.05G245300,Glyma.08G052700
Legume.fam3.02540,Glyma.19G155700,Glyma.03G153300,Glyma.02G147600,Glyma.10G026200
Legume.fam3.02541,Glyma.10G026300,Glyma.02G147500,Glyma.19G155800,Glyma.03G153400
Legume.fam3.02544,Glyma.10G032200,Glyma.02G141700,Glyma.03G159100,Glyma.19G161400
Legume.fam3.02546,Glyma.03G166800,Glyma.19G167900,Glyma.10G040100,Glyma.13G126600
Legume.fam3.02547,Glyma.10G040700,Glyma.13G127300,Glyma.19G168800,Glyma.03G167650
Legume.fam3.02548,Glyma.13G136700,Glyma.10G048800,Glyma.03G177600,Glyma.19G178400
Legume.fam3.02549,Glyma.03G178100,Glyma.19G178900,Glyma.13G137200,Glyma.10G049600
Legume.fam3.02550,Glyma.03G179700,Glyma.19G180400,Glyma.10G051500,Glyma.13G139000
Legume.fam3.02555,Glyma.19G194957,Glyma.03G196500,Glyma.10G073600,Glyma.13G154300
Legume.fam3.02560,Glyma.02G175400,Glyma.10G093400,Glyma.03G141500,Glyma.19G144000
Legume.fam3.02561,Glyma.10G094500,Glyma.02G180100,Glyma.19G143000,Glyma.03G140100
Legume.fam3.02568,Glyma.19G216601,Glyma.03G219800,Glyma.10G012600,Glyma.02G012100
Legume.fam3.02569,Glyma.03G221100,Glyma.19G218100,Glyma.02G010600,Glyma.10G011000
Legume.fam3.02570,Glyma.10G010800,Glyma.02G010300,Glyma.19G218300,Glyma.03G221350
Legume.fam3.02572,Glyma.03G230400,Glyma.19G227300,Glyma.20G095200,Glyma.10G145600
Legume.fam3.02573,Glyma.20G096100,Glyma.10G146300,Glyma.19G228000,Glyma.03G230800
Legume.fam3.02581,Glyma.06G202000,Glyma.04G163600,Glyma.17G077400,Glyma.05G022300
Legume.fam3.02586,Glyma.04G036300,Glyma.06G036400,Glyma.14G080100,Glyma.17G245300
Legume.fam3.02588,Glyma.14G158800,Glyma.13G036100,Glyma.06G119800,Glyma.04G243500
Legume.fam3.02589,Glyma.13G087200,Glyma.14G169700,Glyma.04G105200,Glyma.06G106100
Legume.fam3.02594,Glyma.06G065200,Glyma.04G064100,Glyma.17G215500,Glyma.14G112400
Legume.fam3.02595,Glyma.17G220700,Glyma.14G105700,Glyma.06G059000,Glyma.04G058300
Legume.fam3.02599,Glyma.14G123900,Glyma.13G040400,Glyma.04G238700,Glyma.06G125100
Legume.fam3.02604,Glyma.02G259100,Glyma.14G053400,Glyma.11G235600,Glyma.18G021300
Legume.fam3.02606,Glyma.12G035700,Glyma.09G222200,Glyma.04G007100,Glyma.06G007100
Legume.fam3.02607,Glyma.11G221500,Glyma.18G036000,Glyma.14G066500,Glyma.02G250100
Legume.fam3.02609,Glyma.02G239600,Glyma.14G208500,Glyma.18G046800,Glyma.11G204200
Legume.fam3.02615,Glyma.18G052100,Glyma.11G197900,Glyma.14G204400,Glyma.02G236400
Legume.fam3.02618,Glyma.14G190400,Glyma.02G223700,Glyma.20G060400,Glyma.13G009300
Legume.fam3.02619,Glyma.02G253900,Glyma.14G062600,Glyma.18G030500,Glyma.11G226700
Legume.fam3.02621,Glyma.12G017000,Glyma.11G108400,Glyma.11G009400,Glyma.01G233400
Legume.fam3.02622,Glyma.06G097900,Glyma.04G096200,Glyma.14G182800,Glyma.02G215600
Legume.fam3.02625,Glyma.06G067600,Glyma.04G066200,Glyma.17G211500,Glyma.14G116200
Legume.fam3.02627,Glyma.18G059200,Glyma.11G166300,Glyma.02G229600,Glyma.14G196900
Legume.fam3.02635,Glyma.08G183600,Glyma.15G049000,Glyma.08G077400,Glyma.05G122400
Legume.fam3.02636,Glyma.08G186000,Glyma.15G046800,Glyma.08G127800,Glyma.05G169500
Legume.fam3.02638,Glyma.13G254300,Glyma.15G060600,Glyma.07G184400,Glyma.08G065000
Legume.fam3.02639,Glyma.07G189700,Glyma.08G059600,Glyma.13G246700,Glyma.15G067200
Legume.fam3.02640,Glyma.13G236200,Glyma.15G077500,Glyma.07G201000,Glyma.13G175400
Legume.fam3.02642,Glyma.19G201500,Glyma.03G204200,Glyma.02G192600,Glyma.10G084200
Legume.fam3.02644,Glyma.03G218400,Glyma.19G215200,Glyma.10G014400,Glyma.02G013700
Legume.fam3.02646,Glyma.19G254800,Glyma.03G256700,Glyma.16G026400,Glyma.07G057400
Legume.fam3.02649,Glyma.16G012600,Glyma.07G044300,Glyma.03G263700,Glyma.19G262700
Legume.fam3.02650,Glyma.15G025200,Glyma.13G348600,Glyma.07G008100,Glyma.08G190900
Legume.fam3.02651,Glyma.13G358700,Glyma.15G015300,Glyma.08G205700,Glyma.07G005200
Legume.fam3.02652,Glyma.13G369300,Glyma.15G004300,Glyma.08G216500,Glyma.07G025900
Legume.fam3.02659,Glyma.13G355700,Glyma.15G018400,Glyma.07G017300,Glyma.08G202300
Legume.fam3.02665,Glyma.12G160800,Glyma.06G230400,Glyma.13G270900,Glyma.12G228800
Legume.fam3.02666,Glyma.04G175300,Glyma.06G189600,Glyma.05G030800,Glyma.17G096000
Legume.fam3.02667,Glyma.04G176600,Glyma.06G188500,Glyma.05G031600,Glyma.17G095300
Legume.fam3.02668,Glyma.06G187500,Glyma.04G177600,Glyma.05G032600,Glyma.17G094100
Legume.fam3.02669,Glyma.05G037800,Glyma.17G089300,Glyma.04G183700,Glyma.06G182200
Legume.fam3.02673,Glyma.05G199400,Glyma.08G006900,Glyma.04G202800,Glyma.06G162700
Legume.fam3.02674,Glyma.13G277900,Glyma.12G223400,Glyma.12G151400,Glyma.06G245200
Legume.fam3.02675,Glyma.08G002600,Glyma.05G195100,Glyma.04G208200,Glyma.06G157500
Legume.fam3.02676,Glyma.05G189800,Glyma.08G147400,Glyma.04G214900,Glyma.06G151300
Legume.fam3.02680,Glyma.18G014100,Glyma.11G243000,Glyma.05G175000,Glyma.08G132300
Legume.fam3.02681,Glyma.05G147600,Glyma.08G104600,Glyma.18G006000,Glyma.11G251000
Legume.fam3.02684,Glyma.06G260000,Glyma.12G141700,Glyma.12G216800,Glyma.13G284400
Legume.fam3.02688,Glyma.17G061300,Glyma.13G098500,Glyma.09G057300,Glyma.15G163600
Legume.fam3.02690,Glyma.06G266000,Glyma.12G136800,Glyma.12G215400,Glyma.13G286100
Legume.fam3.02691,Glyma.17G059100,Glyma.13G100700,Glyma.15G166500,Glyma.09G059800
Legume.fam3.02692,Glyma.13G286900,Glyma.12G214700,Glyma.06G266900,Glyma.12G136100
Legume.fam3.02693,Glyma.17G051200,Glyma.13G108200,Glyma.15G173400,Glyma.09G068100
Legume.fam3.02697,Glyma.09G044400,Glyma.15G148700,Glyma.07G246900,Glyma.17G027100
Legume.fam3.02698,Glyma.09G041100,Glyma.15G146900,Glyma.07G244400,Glyma.17G029500
Legume.fam3.02701,Glyma.07G240600,Glyma.17G032800,Glyma.15G141200,Glyma.09G036300
Legume.fam3.02702,Glyma.12G128700,Glyma.06G276900,Glyma.13G290400,Glyma.12G211000
Legume.fam3.02706,Glyma.02G004200,Glyma.10G004100,Glyma.10G182300,Glyma.20G207700
Legume.fam3.02709,Glyma.13G274800,Glyma.12G226100,Glyma.12G163008,Glyma.06G238200
Legume.fam3.02710,Glyma.12G116100,Glyma.06G290800,Glyma.12G205300,Glyma.13G295600
Legume.fam3.02711,Glyma.08G110100,Glyma.05G152400,Glyma.11G255200,Glyma.18G001900
Legume.fam3.02714,Glyma.11G077200,Glyma.01G166300,Glyma.16G128800,Glyma.02G048700
Legume.fam3.02715,Glyma.17G167700,Glyma.05G097300,Glyma.11G052500,Glyma.01G189700
Legume.fam3.02716,Glyma.01G190900,Glyma.11G051300,Glyma.05G102100,Glyma.17G164800
Legume.fam3.02717,Glyma.01G194200,Glyma.11G047700,Glyma.05G105600,Glyma.17G160800
Legume.fam3.02720,Glyma.01G205300,Glyma.11G037600,Glyma.17G146400,Glyma.05G064600
Legume.fam3.02721,Glyma.11G036500,Glyma.01G206600,Glyma.05G063600,Glyma.17G145400
Legume.fam3.02725,Glyma.05G217300,Glyma.08G023300,Glyma.01G225900,Glyma.11G017000
Legume.fam3.02726,Glyma.08G023500,Glyma.05G217500,Glyma.01G226100,Glyma.11G016700
Legume.fam3.02727,Glyma.20G066100,Glyma.13G003200,Glyma.05G218500,Glyma.08G024600
Legume.fam3.02728,Glyma.16G076300,Glyma.16G108900,Glyma.09G218100,Glyma.01G152900
Legume.fam3.02734,Glyma.07G217900,Glyma.20G014300,Glyma.09G117900,Glyma.07G164600
Legume.fam3.02740,Glyma.01G193950,Glyma.11G047900,Glyma.17G161100,Glyma.05G105300
Legume.fam3.02745,Glyma.11G088300,Glyma.01G156500,Glyma.09G195900,Glyma.16G114400
Legume.fam3.02749,Glyma.04G013100,Glyma.06G013000,Glyma.11G118500,Glyma.12G043900
Legume.fam3.02751,Glyma.10G232800,Glyma.20G161500,Glyma.16G181000,Glyma.09G135100
Legume.fam3.02754,Glyma.09G187700,Glyma.07G089300,Glyma.05G232500,Glyma.08G039900
Legume.fam3.02755,Glyma.04G145700,Glyma.06G210200,Glyma.05G013700,Glyma.17G121900
Legume.fam3.02758,Glyma.13G344400,Glyma.15G030000,Glyma.12G052300,Glyma.11G127700
Legume.fam3.02759,Glyma.11G134800,Glyma.12G058400,Glyma.15G034900,Glyma.13G339500
Legume.fam3.02760,Glyma.13G332900,Glyma.15G041400,Glyma.12G066500,Glyma.11G143300
Legume.fam3.02765,Glyma.12G223200,Glyma.13G278300,Glyma.06G246600,Glyma.12G150800
Legume.fam3.02769,Glyma.08G016900,Glyma.05G210300,Glyma.11G022200,Glyma.01G221500
Legume.fam3.02770,Glyma.19G084900,Glyma.16G062100,Glyma.19G076400,Glyma.05G074400
Legume.fam3.02772,Glyma.18G286700,Glyma.02G094700,Glyma.10G290600,Glyma.20G098601
Legume.fam3.02776,Glyma.15G273400,Glyma.08G154500,Glyma.13G203700,Glyma.12G237800
Legume.fam3.02778,Glyma.08G366700,Glyma.18G295700,Glyma.19G049900,Glyma.13G045200
